SSID,BSSID,Channel,PWR,Distance,Auth,WPS,Manufacturer,Uptime,Beacons,Timestamp
Hidden,58:be:72:7e:a0:c4,11,-66,19.95,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000752043620000000000029e09a000be00000080000000ffffffffffff58be727ea0c458be727ea0c460e9...,2026-04-10T03:58:05.634257
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000e94ac78e0000000000029e09a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c470e9...,2026-04-10T03:58:05.734826
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f4800005ac7c78e0000000000029e09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588802b...,2026-04-10T03:58:05.763658
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000054046620000000000029e09a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c480e9...,2026-04-10T03:58:05.835024
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f4800008175ca8e0000000000029e09a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c490e9...,2026-04-10T03:58:05.940426
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000a381cd8e000000000002a309a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c4b0e9...,2026-04-10T03:58:06.145983
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000581fcf8e000000000002a309a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c4c0e9...,2026-04-10T03:58:06.270189
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f4800001da3d08e000000000002a309a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c4d0e9...,2026-04-10T03:58:06.348365
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000a836d28e000000000002a309a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c4e0e9...,2026-04-10T03:58:06.466956
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 56m,00001a002f48000071e1d68e000000000002a809a000b800000080000000ffffffffffff58be727ea0c458be727ea0c410ea...,2026-04-10T03:58:06.754224
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000e570d88e000000000002a809a000b600000080000000ffffffffffff58be727ea0c458be727ea0c420ea...,2026-04-10T03:58:06.857266
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000e200da8e000000000002a809a000b600000080000000ffffffffffff58be727ea0c458be727ea0c430ea...,2026-04-10T03:58:06.974523
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f48000089e0dd8e0000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20ca06e...,2026-04-10T03:58:07.210239
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 23m,00001a002f48000062bd2cd40000000000026c09a000b400000080000000ffffffffffff609bb42b503c609bb42b503c3020...,2026-04-10T03:58:07.298512
WE_EDF20C,20:e8:82:ed:f2:0c,1,-60,10.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f4800004f2422820000000000026c09a000c400000080000000ffffffffffff20e882edf20c20e882edf20cb06e...,2026-04-10T03:58:07.312746
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 7m,00001a002f4800007b622dd40000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0e0bf...,2026-04-10T03:58:07.333701
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000988b62f80000000000026c09a000b400000080000000ffffffffffff609bb42b503c609bb42b503c4020...,2026-04-10T03:58:07.411828
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f4800004eb423820000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20cc06e...,2026-04-10T03:58:07.424415
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 7m,00001a002f4800007bf22ed40000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0f0bf...,2026-04-10T03:58:07.443531
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000a51b64f80000000000026c09a000b400000080000000ffffffffffff609bb42b503c609bb42b503c5020...,2026-04-10T03:58:07.495091
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f4800004d4425820000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20cd06e...,2026-04-10T03:58:07.532297
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000656d31d40000000000027109a000b800000080000000ffffffffffff609bb42b503c609bb42b503c6020...,2026-04-10T03:58:07.597714
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000e8b02c820000000000027109a000b600000080000000ffffffffffff609bb42b503c609bb42b503ca020...,2026-04-10T03:58:08.019816
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000f2402e820000000000027609a000b400000080000000ffffffffffff609bb42b503c609bb42b503cb020...,2026-04-10T03:58:08.118173
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f48000046a42e820000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c306f...,2026-04-10T03:58:08.139326
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f480000cb303bd40000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c406f...,2026-04-10T03:58:08.250050
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 23m,00001a002f4800006f5d3cd40000000000027609a000b800000080000000ffffffffffff609bb42b503c609bb42b503cd020...,2026-04-10T03:58:08.317957
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f48000046c431820000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c506f...,2026-04-10T03:58:08.343823
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 10m,00001a002f480000cb503ed40000000000027609a000c600000080000000ffffffffffff20e882edf20c20e882edf20c606f...,2026-04-10T03:58:08.440014
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-80,100.0,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 45m,00001a002f480000623f40d40000000000027b09a000b000000080000000fffffffffffff4fc493bc3c8f4fc493bc3c860e4...,2026-04-10T03:58:08.570280
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 31m,00001a002f48000065dd904a0000000000027b09a000b200000080000000ffffffffffff58be727f702458be727f70244080...,2026-04-10T03:58:08.886651
Hidden,60:9b:b4:2b:50:3c,2,-78,79.43,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000485b8c620000000000027b09a000b200000080000000ffffffffffff609bb42b503c609bb42b503c3021...,2026-04-10T03:58:08.944183
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f48000086763b820000000000028009a000b600000080000000ffffffffffff58be727f702458be727f70245080...,2026-04-10T03:58:08.981107
Hidden,58:be:72:7f:70:24,6,-66,19.95,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000e27096620000000000028509a000be00000080000000ffffffffffff58be727f702458be727f7024b080...,2026-04-10T03:58:09.587816
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000e4209b620000000000028509a000b800000080000000ffffffffffff58be727f702458be727f7024e080...,2026-04-10T03:58:09.905831
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000e5409e620000000000028a09a000b400000080000000ffffffffffff58be727f702458be727f70240081...,2026-04-10T03:58:10.109747
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000eed09f620000000000028a09a000bc00000080000000ffffffffffff58be727f702458be727f70241081...,2026-04-10T03:58:10.204768
AASR,48:4c:29:a6:b5:88,9,-78,79.43,WPA,N/A,Unknown,6d 17h 31m,00001a002f48000099f5a3620000000000028a09a000b200000080000000ffffffffffff484c29a6b588484c29a6b588602e...,2026-04-10T03:58:10.476950
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f480000ec3090620000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588802e...,2026-04-10T03:58:10.684302
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 31m,00001a002f48000005c191620000000000028f09a000ba00000080000000ffffffffffff484c29a6b588484c29a6b588902e...,2026-04-10T03:58:10.795802
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000694c92620000000000028f09a000b800000080000000ffffffffffff58be727f702458be727f70247081...,2026-04-10T03:58:10.820218
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f4800009035aa620000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588a02e...,2026-04-10T03:58:10.888519
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 31m,00001a002f48000060dc93620000000000028f09a000b200000080000000ffffffffffff58be727f702458be727f70248081...,2026-04-10T03:58:10.922009
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000e768ae620000000000029409a000b600000080000000ffffffffffff58be727ea0c458be727ea0c4c0ec...,2026-04-10T03:58:11.176620
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 31m,00001a002f48000061271c8f0000000000029409a000b800000080000000ffffffffffff484c29a6b588484c29a6b588e02e...,2026-04-10T03:58:11.296430
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 56m,00001a002f4800001b2c9c620000000000029409a000b800000080000000ffffffffffff58be727ea0c458be727ea0c4f0ec...,2026-04-10T03:58:11.493595
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f4800005f471f8f0000000000029409a000b400000080000000ffffffffffff484c29a6b588484c29a6b588002f...,2026-04-10T03:58:11.498538
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 31m,00001a002f4800000761a1620000000000029909a000ba00000080000000ffffffffffff484c29a6b588484c29a6b588302f...,2026-04-10T03:58:11.819088
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f480000ea0ba3620000000000029909a000b400000080000000ffffffffffff484c29a6b588484c29a6b588402f...,2026-04-10T03:58:11.927996
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f48000096ffa3620000000000029909a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c440ed...,2026-04-10T03:58:12.006758
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000dbb7298f0000000000029e09a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c460ed...,2026-04-10T03:58:12.184097
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f48000001462b8f0000000000029e09a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c470ed...,2026-04-10T03:58:12.301878
Hidden,58:be:72:7e:a0:c4,11,-68,25.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f48000014d22c8f0000000000029e09a000bc00000080000000ffffffffffff58be727ea0c458be727ea0c480ed...,2026-04-10T03:58:12.391689
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 31m,00001a002f48000065572d8f0000000000029e09a000b800000080000000ffffffffffff484c29a6b588484c29a6b588902f...,2026-04-10T03:58:12.419774
OMAR,58:be:72:3f:05:64,11,-80,100.0,WPA,N/A,Unknown,4d 3h 37m,00001a002f480000bb52ab620000000000029e09a000b000000080000000ffffffffffff58be723f056458be723f0564c0b5...,2026-04-10T03:58:12.460022
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 31m,00001a002f480000654265800000000000029e09a000b800000080000000ffffffffffff484c29a6b588484c29a6b588a02f...,2026-04-10T03:58:12.522669
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000815ead62000000000002a309a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4a0ed...,2026-04-10T03:58:12.593086
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 56m,00001a002f4800007a8a318f000000000002a309a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4b0ed...,2026-04-10T03:58:12.706155
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000b61c338f000000000002a309a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4c0ed...,2026-04-10T03:58:12.816491
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 56m,00001a002f4800005d58398f000000000002a809a000b800000080000000ffffffffffff58be727ea0c458be727ea0c400ee...,2026-04-10T03:58:13.223281
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000a67d3c8f000000000002a809a000b400000080000000ffffffffffff58be727ea0c458be727ea0c420ee...,2026-04-10T03:58:13.434761
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 56m,00001a002f4800000e063e8f000000000002a809a000b800000080000000ffffffffffff58be727ea0c458be727ea0c430ee...,2026-04-10T03:58:13.537291
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f4800004c50408f0000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c9072...,2026-04-10T03:58:13.662343
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 7m,00001a002f48000084d28fd40000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0d0c3...,2026-04-10T03:58:13.803814
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000cffbc4f80000000000026c09a000b400000080000000ffffffffffff609bb42b503c609bb42b503c3024...,2026-04-10T03:58:13.848530
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000152486820000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20cb072...,2026-04-10T03:58:13.870373
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000cbb092d40000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20cc072...,2026-04-10T03:58:13.973274
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-82,125.89,WPA,N/A,Unknown,0d 7h 7m,00001a002f480000d4f992d40000000000026c09a000ae00000080080000ffffffffffff2479ef2a26e02479ef2a26e0f0c3...,2026-04-10T03:58:13.992759
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000c91bc8f80000000000027109a000b600000080000000ffffffffffff609bb42b503c609bb42b503c5024...,2026-04-10T03:58:14.049701
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 23m,00001a002f480000f0008c820000000000027109a000b600000080000000ffffffffffff609bb42b503c609bb42b503c7024...,2026-04-10T03:58:14.271418
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000da148e820000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c0073...,2026-04-10T03:58:14.402400
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 23m,00001a002f4800009e1d9ad40000000000027109a000b600000080000000ffffffffffff609bb42b503c609bb42b503c9024...,2026-04-10T03:58:14.467636
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f4800000ea492820000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20c3073...,2026-04-10T03:58:14.693447
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000cb309fd40000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20c4073...,2026-04-10T03:58:14.788398
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f4800004e33a4d40000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f70241084...,2026-04-10T03:58:15.125518
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 24m,00001a002f48000068ddee620000000000027b09a000b400000080000000ffffffffffff609bb42b503c609bb42b503c2025...,2026-04-10T03:58:15.391184
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000a7769f820000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70245084...,2026-04-10T03:58:15.532836
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000f630f4620000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70247084...,2026-04-10T03:58:15.731122
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000f5c0f5620000000000028009a000b800000080000000ffffffffffff58be727f702458be727f70248084...,2026-04-10T03:58:15.833679
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f4800000751f7620000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f70249084...,2026-04-10T03:58:15.936103
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000f190fd620000000000028509a000bc00000080000000ffffffffffff58be727f702458be727f7024d084...,2026-04-10T03:58:16.345352
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000ec20ff620000000000028509a000b800000080000000ffffffffffff58be727f702458be727f7024e084...,2026-04-10T03:58:16.453080
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000ed4002630000000000028a09a000b400000080000000ffffffffffff58be727f702458be727f70240085...,2026-04-10T03:58:16.662878
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 31m,00001a002f4800008c4503630000000000028a09a000b800000080000000ffffffffffff484c29a6b588484c29a6b5886032...,2026-04-10T03:58:16.727398
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f480000ec30f4620000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588b032...,2026-04-10T03:58:17.252876
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000514cf6620000000000028f09a000b800000080000000ffffffffffff58be727f702458be727f70247085...,2026-04-10T03:58:17.370310
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 31m,00001a002f48000004c10e630000000000028f09a000b400000080000000ffffffffffff58be727f702458be727f70248085...,2026-04-10T03:58:17.486280
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 31m,00001a002f480000f45010630000000000029409a000b600000080000000ffffffffffff58be727f702458be727f70249085...,2026-04-10T03:58:17.585021
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 31m,00001a002f480000810516630000000000029409a000b800000080000000ffffffffffff484c29a6b588484c29a6b5882033...,2026-04-10T03:58:17.963729
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 31m,00001a002f480000174102630000000000029909a000ba00000080000000ffffffffffff484c29a6b588484c29a6b5884033...,2026-04-10T03:58:18.162346
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000a95303630000000000029909a000b400000080000000ffffffffffff58be727ea0c458be727ea0c410f1...,2026-04-10T03:58:18.226302
AASR,48:4c:29:a6:b5:88,9,-74,50.12,WPA,N/A,Unknown,6d 17h 31m,00001a002f4800005f67868f0000000000029909a000b600000080000000ffffffffffff484c29a6b588484c29a6b5885033...,2026-04-10T03:58:18.256183
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000569109630000000000029e09a000b600000080000000ffffffffffff58be727ea0c458be727ea0c450f1...,2026-04-10T03:58:18.656527
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 56m,00001a002f4800000db78d8f0000000000029e09a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c460f1...,2026-04-10T03:58:18.739882
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f4800006a378e8f0000000000029e09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588a033...,2026-04-10T03:58:18.770498
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000c6b00c630000000000029e09a000b800000080000000ffffffffffff58be727ea0c458be727ea0c470f1...,2026-04-10T03:58:18.840174
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 31m,00001a002f480000a857918f0000000000029e09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588c033...,2026-04-10T03:58:18.974159
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 49m,00001a002f4800001d8f0f630000000000029e09a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c1019...,2026-04-10T03:58:19.026562
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000814daf720000000000029e09a000b600000080000000ffffffffffff58be727ea0c458be727ea0c490f1...,2026-04-10T03:58:19.046759
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000e6a0988f000000000002a309a000b600000080000000ffffffffffff58be727ea0c458be727ea0c4d0f1...,2026-04-10T03:58:19.470550
Hidden,58:be:72:7e:a0:c4,11,-74,50.12,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000ab409a8f000000000002a809a000b600000080000000ffffffffffff58be727ea0c458be727ea0c4e0f1...,2026-04-10T03:58:19.566159
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 56m,00001a002f48000018569d8f000000000002a809a000b800000080000000ffffffffffff58be727ea0c458be727ea0c400f2...,2026-04-10T03:58:19.763122
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000d672a08f000000000002a809a000b400000080000000ffffffffffff58be727ea0c458be727ea0c420f2...,2026-04-10T03:58:19.979315
Hidden,58:be:72:7e:a0:c4,11,-76,63.1,WPA2,N/A,Unknown,5d 5h 56m,00001a002f480000e300a28f0000000000026c09a000b400000080000000ffffffffffff58be727ea0c458be727ea0c430f2...,2026-04-10T03:58:20.076807
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f48000036c3a28f0000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20cc076...,2026-04-10T03:58:20.159806
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f4800003694f3d40000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20ce076...,2026-04-10T03:58:20.370371
WE_EDF20C,20:e8:82:ed:f2:0c,1,-60,10.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000cb20f5d40000000000026c09a000c400000080000000ffffffffffff20e882edf20c20e882edf20cf076...,2026-04-10T03:58:20.423778
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 24m,00001a002f480000d24df6d40000000000026c09a000b600000080000000ffffffffffff609bb42b503c609bb42b503c4028...,2026-04-10T03:58:20.500346
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000dbb3eb820000000000026c09a000c200000080000000ffffffffffff20e882edf20c20e882edf20c0077...,2026-04-10T03:58:20.528710
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 24m,00001a002f480000d2ddf7d40000000000027109a000b600000080000000ffffffffffff609bb42b503c609bb42b503c5028...,2026-04-10T03:58:20.660289
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000da43ed820000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c1077...,2026-04-10T03:58:20.670079
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 11m,00001a002f480000c9f0fcd40000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c4077...,2026-04-10T03:58:20.952483
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 24m,00001a002f480000db1dfed40000000000027109a000b600000080000000ffffffffffff609bb42b503c609bb42b503c9028...,2026-04-10T03:58:21.032283
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 24m,00001a002f480000ebb0f4820000000000027609a000ba00000080000000ffffffffffff609bb42b503c609bb42b503ca028...,2026-04-10T03:58:21.144542
